ID,Name,Team,Pos,Price,22_pts_no_prob,22_prob,22_with_prob,23_pts_no_prob,23_prob,23_with_prob,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob,26_pts_no_prob,26_prob,26_with_prob,27_pts_no_prob,27_prob,27_with_prob,28_pts_no_prob,28_prob,28_with_prob,29_pts_no_prob,29_prob,29_with_prob,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
407,Burn,NEW,DEF,4.4,2.51915,0.9266,2.33423,3.78062,0.9266,3.5031,3.57729,0.9266,3.3147,3.61864,0.9266,3.35302,2.60988,0.9266,2.4183,3.60819,0.9266,3.34333,2.65246,0.9266,2.45776,3.58239,0.9266,3.31942,3.58074,0.9266,3.3179,3.83819,0.9266,3.55645,3.36251,0.9266,3.11569,3.14186,0.9266,2.91123,2.97638,0.9266,2.7579,4.12172,0.9266,3.81916,3.76119,0.9266,3.4851,3.06108,0.9266,2.83638,3.1709,0.9266,2.93814,0,0,0
408,Darlow,NEW,GK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Dubravka,NEW,GK,4.2,3.15557,0.94,2.96624,3.29589,0.94,3.09814,3.39169,0.94,3.18819,3.33192,0.94,3.132,3.24213,0.94,3.0476,3.24195,0.94,3.04743,3.09881,0.94,2.91288,3.36492,0.94,3.16302,3.58617,0.93,3.33514,3.52917,0.15016,0.52996,3.24941,0.06848,0.22253,3.20119,0.06848,0.21923,3.4445,0.06848,0.23589,3.42022,0.06848,0.23423,3.37582,0.06848,0.23119,3.33123,0.06848,0.22813,3.20761,0.06848,0.21967,0,0,0
410,Fraser,NEW,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Gillespie,NEW,GK,3.9,2.90433,0.002,0.00581,3.02657,0.002,0.00605,3.11003,0.002,0.00622,3.05795,0.002,0.00612,2.97973,0.002,0.00596,2.97958,0.002,0.00596,2.85488,0.002,0.00571,3.0867,0.002,0.00617,3.27944,0.002,0.00656,3.22979,0.002,0.00646,2.98607,0.002,0.00597,2.94406,0.002,0.00589,3.15603,0.002,0.00631,3.13487,0.002,0.00627,3.0962,0.002,0.00619,3.05735,0.002,0.00611,2.94966,0.002,0.0059,0,0,0
412,Gordon,NEW,MID,6.1,3.40437,0.94101,3.20355,3.69715,0.94101,3.47906,3.82372,0.94101,3.59816,4.09979,0.94101,3.85795,3.47188,0.94101,3.26708,3.91267,0.94101,3.68186,3.56994,0.94101,3.35935,3.63966,0.94101,3.42496,3.90131,0.94101,3.67118,3.96168,0.94101,3.72798,3.75037,0.94101,3.52914,3.77134,0.94101,3.54887,3.72299,0.94101,3.50337,3.92639,0.94101,3.69477,3.73997,0.94101,3.51935,3.80589,0.94101,3.58138,3.79632,0.94101,3.57238,0,0,0
413,Hayden,NEW,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Hendrick,NEW,MID,4.4,1.38033,0,0.01788,1.42506,0,0.01846,1.4906,0,0.01931,1.50797,0,0.01954,1.35889,0,0.01761,1.43911,0,0.01865,1.38622,0,0.01796,1.40174,0,0.01816,1.44704,0,0.01875,1.48554,0,0.01925,1.452,0,0.01881,1.44357,0,0.0187,1.40157,0,0.01816,1.40584,0,0.01821,1.40272,0,0.01817,1.41646,0,0.01835,1.41403,0,0.01832,0,0,0
415,Isak,NEW,FWD,7.6,4.6499,0.88268,4.10439,5.7237,0.88268,5.0522,4.72629,0.88268,4.17181,4.63811,0.88268,4.09398,4.18781,0.88268,3.6965,4.82514,0.88268,4.25907,4.48803,0.88268,3.9615,4.41682,0.88268,3.89864,4.96994,0.88268,4.38687,4.94227,0.88268,4.36246,4.81335,0.88268,4.24865,4.7771,0.88268,4.21666,4.51212,0.88268,3.98277,5.05791,0.88268,4.46453,4.64728,0.88268,4.10207,4.776,0.88268,4.21569,4.4886,0.88268,3.96201,0,0,0
416,Joelinton,NEW,MID,5.8,0,0,0,0,0,0,0,0,0,3.79833,0.01,0.03798,3.20975,0.75897,2.43612,3.61283,0.87591,3.1645,3.29942,0.90445,2.98416,3.36318,0.90445,3.04182,3.60244,0.92013,3.31473,3.65765,0.92013,3.36553,3.46442,0.92013,3.18773,3.48359,0.92013,3.20537,3.43938,0.92013,3.16469,3.62538,0.92013,3.33583,3.4549,0.92013,3.17898,3.51518,0.92013,3.23444,3.50644,0.92013,3.22639,0,0,0
417,Krafth,NEW,DEF,4.4,1.98519,0.27213,0.54023,2.7784,0.27213,0.75609,2.54397,0.27213,0.69229,2.52709,0.27213,0.6877,1.79157,0.27213,0.48754,2.50622,0.27213,0.68202,1.82205,0.27213,0.49584,2.48775,0.27213,0.67699,2.48657,0.27213,0.67667,2.67087,0.27213,0.72683,2.33035,0.27213,0.63416,2.17239,0.27213,0.59117,2.05393,0.27213,0.55894,2.87383,0.27213,0.78206,2.61575,0.27213,0.71183,2.11457,0.27213,0.57544,2.19318,0.27213,0.59683,0,0,0
418,Kuol,NEW,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Lascelles,NEW,DEF,4.1,1.98557,0.73169,1.45283,2.84758,0.73169,2.08355,2.63225,0.73169,1.926,2.63787,0.73169,1.93011,1.89083,0.73169,1.38351,2.61667,0.73169,1.9146,1.92179,0.73169,1.40616,2.59791,0.73169,1.90087,2.59672,0.73169,1.9,2.7839,0.73169,2.03696,2.43805,0.73169,1.7839,2.27761,0.73169,1.66651,2.1573,0.73169,1.57848,2.99004,0.73169,2.18779,2.72792,0.73169,1.99599,2.21888,0.73169,1.62354,2.29873,0.73169,1.68196,0,0,0
420,J.Lewis,NEW,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Longstaff,NEW,MID,4.8,2.91458,0.93143,2.71473,3.13939,0.93143,2.92412,3.25965,0.93143,3.03614,3.46639,0.93143,3.22871,3.01234,0.93143,2.80579,3.33785,0.93143,3.10898,3.08476,0.93143,2.87324,3.13624,0.93143,2.92119,3.32946,0.93143,3.10116,3.37405,0.93143,3.14269,3.218,0.93143,2.99734,3.23348,0.93143,3.01176,3.19778,0.93143,2.97851,3.34798,0.93143,3.11841,3.21032,0.93143,2.99019,3.259,0.93143,3.03553,3.25193,0.93143,3.02895,0,0,0
422,Manquillo,NEW,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,J.Murphy,NEW,MID,4.8,1.95663,0.22496,0.44015,2.07127,0.46442,0.96195,2.11499,0.61681,1.30455,2.23167,0.68938,1.53847,1.92604,0.72456,1.39552,2.13535,0.72456,1.54718,1.9726,0.72456,1.42926,2.00571,0.72456,1.45325,2.12995,0.72456,1.54327,2.15862,0.72456,1.56404,2.05828,0.72456,1.49134,2.06823,0.72456,1.49855,2.04528,0.72456,1.48192,2.14186,0.72456,1.5519,2.05334,0.72456,1.48776,2.08464,0.72456,1.51044,2.0801,0.72456,1.50715,0,0,0
424,Pope,NEW,GK,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9187,0.01,0.03919,3.85232,0.78984,3.0427,3.52649,0.89062,3.14075,3.47033,0.89062,3.09074,3.75371,0.91201,3.42341,3.72543,0.91201,3.39762,3.67372,0.94922,3.48718,3.62178,0.94922,3.43788,3.47782,0.94922,3.30122,0,0,0
425,Ritchie,NEW,MID,4.3,1.15674,0.31436,0.36364,1.20118,0.31436,0.37761,1.21812,0.31436,0.38293,1.26335,0.31436,0.39715,1.14488,0.31436,0.35991,1.22601,0.31436,0.38541,1.16293,0.31436,0.36558,1.17576,0.31436,0.36962,1.22392,0.31436,0.38476,1.23503,0.31436,0.38825,1.19614,0.31436,0.37602,1.2,0.31436,0.37724,1.1911,0.31436,0.37444,1.22854,0.31436,0.38621,1.19423,0.31436,0.37542,1.20636,0.31436,0.37924,1.2046,0.31436,0.37868,0,0,0
426,Saint-Maximin,NEW,MID,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Schär,NEW,DEF,5.2,2.72137,0.9412,2.56136,4.01017,0.9412,3.77437,3.79913,0.9412,3.57575,3.85815,0.9412,3.6313,2.82754,0.9412,2.66128,3.85362,0.9412,3.62703,2.8713,0.9412,2.70247,3.8271,0.9412,3.60207,3.82541,0.9412,3.60048,4.09002,0.9412,3.84953,3.60111,0.9412,3.38936,3.37431,0.9412,3.1759,3.20423,0.9412,3.01582,4.38143,0.9412,4.1238,4.01087,0.9412,3.77504,3.29128,0.9412,3.09776,3.40416,0.9412,3.204,0,0,0
428,Targett,NEW,DEF,4.2,1.58258,0.01,0.01583,2.26695,0.20407,0.46262,2.0647,0.24489,0.50562,2.05013,0.25849,0.52994,1.41553,0.25849,0.3659,2.03212,0.26665,0.54187,1.44183,0.26665,0.38447,2.01619,0.26665,0.53762,2.01517,0.26665,0.53735,2.17418,0.26665,0.57975,1.88038,0.26665,0.50141,1.7441,0.26665,0.46507,1.64189,0.26665,0.43782,2.34929,0.26665,0.62645,2.12662,0.26665,0.56707,1.69421,0.26665,0.45177,1.76203,0.26665,0.46985,0,0,0
429,Tonali,NEW,MID,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Trippier,NEW,DEF,6.7,3.5566,0.82023,2.91721,5.29779,0.82023,4.34538,4.90836,0.82023,4.02596,4.90698,0.82023,4.02483,3.41764,0.82023,2.80323,4.89735,0.82023,4.01693,3.48075,0.82023,2.855,4.85911,0.82023,3.98556,4.85667,0.82023,3.98357,5.23826,0.82023,4.29656,4.53321,0.82023,3.71825,4.20614,0.82023,3.44999,3.96087,0.82023,3.2488,5.65851,0.82023,4.64125,5.12414,0.82023,4.20295,4.08641,0.82023,3.35178,4.24919,0.82023,3.48529,0,0,0
431,Watts,NEW,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Willock,NEW,MID,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Wilson,NEW,FWD,7.8,3.90762,0.22798,0.89087,4.90678,0.47068,2.3095,4.08,0.62512,2.55047,3.99189,0.69866,2.78897,3.59254,0.75489,2.71198,4.1649,0.75489,3.14406,3.86215,0.75489,2.91551,3.7982,0.75489,2.86724,4.29493,0.75489,3.24222,4.27009,0.75489,3.22346,4.15431,0.75489,3.13606,4.12176,0.75489,3.11149,3.88379,0.75489,2.93185,4.37394,0.75489,3.30186,4.00517,0.75489,3.02348,4.12077,0.75489,3.11074,3.86267,0.75489,2.9159,0,0,0
434,B.Aguilera,NFO,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,Arter,NFO,MID,4.3,1.18861,2.0E-5,2.0E-5,1.21519,2.0E-5,2.0E-5,1.26356,2.0E-5,2.0E-5,1.2343,2.0E-5,2.0E-5,1.16214,2.0E-5,2.0E-5,1.19823,2.0E-5,2.0E-5,1.18843,2.0E-5,2.0E-5,1.22875,2.0E-5,2.0E-5,1.22063,2.0E-5,2.0E-5,1.27703,2.0E-5,2.0E-5,1.19252,2.0E-5,2.0E-5,1.23655,2.0E-5,2.0E-5,1.19664,2.0E-5,2.0E-5,1.16096,2.0E-5,2.0E-5,1.2321,2.0E-5,2.0E-5,1.21331,2.0E-5,2.0E-5,1.20241,2.0E-5,2.0E-5,0,0,0
436,Aurier,NFO,DEF,4.5,2.40862,0.11643,0.28044,2.62883,0.27711,0.72847,2.6631,0.45739,1.21807,2.73458,0.63747,1.7432,2.23063,0.64685,1.44287,2.24546,0.64685,1.45247,2.25628,0.64685,1.45947,2.41236,0.64685,1.56042,2.86224,0.64685,1.85143,2.85992,0.64685,1.84993,2.20416,0.64685,1.42575,2.75433,0.64685,1.78163,2.40301,0.64685,1.55438,1.99558,0.64685,1.29083,2.48668,0.64685,1.6085,2.26619,0.64685,1.46587,2.86442,0.64685,1.85284,0,0,0
437,Awoniyi,NFO,FWD,6.3,2.85383,0.07267,0.2074,3.05606,0.28161,0.86063,3.33537,0.58139,1.93917,3.22585,0.81455,2.62763,3.01258,0.87573,2.6382,3.08799,0.89825,2.7738,3.05104,0.89825,2.74061,3.11628,0.89825,2.79922,3.03683,0.89825,2.72785,3.61197,0.89825,3.24447,3.14767,0.89825,2.82741,3.13624,0.89825,2.81714,3.348,0.89825,3.00735,2.85368,0.89825,2.56333,3.17639,0.89825,2.85321,2.9217,0.89825,2.62443,3.02617,0.89825,2.71827,0,0,0
438,Biancone,NFO,DEF,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Boly,NFO,DEF,4.5,2.24732,0.15584,0.35022,2.5815,0.37089,0.95746,2.65812,0.61219,1.62726,2.77481,0.85321,2.3675,2.23204,0.86576,1.93242,2.24802,0.86576,1.94626,2.25967,0.86576,1.95634,2.42777,0.86576,2.10188,2.91231,0.86576,2.52137,2.90981,0.86576,2.51921,2.20354,0.86576,1.90775,2.79608,0.86576,2.42075,2.41771,0.86576,2.09316,1.97889,0.86576,1.71326,2.50782,0.86576,2.17118,2.27034,0.86576,1.96558,2.91465,0.86576,2.5234,0,0,0
440,Bowler,NFO,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Cook,NFO,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Danilo,NFO,MID,5.3,2.42448,0.91357,2.21493,2.52516,0.91357,2.3069,2.6437,0.91357,2.4152,2.55311,0.91357,2.33244,2.34677,0.91357,2.14394,2.43912,0.91357,2.2283,2.41403,0.91357,2.20538,2.5172,0.91357,2.29964,2.49644,0.91357,2.28067,2.64074,0.91357,2.4125,2.42451,0.91357,2.21495,2.53716,0.91357,2.31787,2.43503,0.91357,2.22457,2.34373,0.91357,2.14116,2.52578,0.91357,2.30747,2.47769,0.91357,2.26354,2.4498,0.91357,2.23806,0,0,0
443,Dennis,NFO,FWD,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Dräger,NFO,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Felipe,NFO,DEF,4.4,2.11064,0.0469,0.09899,2.31576,0.18175,0.42088,2.34768,0.37522,0.88089,2.41426,0.49833,1.20311,1.94486,0.55696,1.08321,1.95868,0.58627,1.14832,1.96875,0.58627,1.15423,2.11413,0.58627,1.23946,2.53317,0.58627,1.48513,2.53101,0.58627,1.48387,1.92021,0.58627,1.12577,2.43265,0.58627,1.4262,2.10542,0.58627,1.23436,1.72593,0.58627,1.01187,2.18335,0.58627,1.28005,1.97798,0.58627,1.15964,2.53519,0.58627,1.48632,0,0,0
446,Freuler,NFO,MID,4.9,2.50506,0,0.22914,2.57056,0,0.23513,2.56436,0,0.23457,2.55972,0,0.23414,2.41961,0,0.22133,2.49096,0,0.22785,2.48575,0,0.22738,2.45762,0,0.2248,2.49917,0,0.2286,2.62501,0,0.24012,2.46954,0,0.22589,2.55394,0,0.23361,2.48439,0,0.22725,2.36355,0,0.2162,2.54229,0,0.23255,2.49001,0,0.22777,2.48608,0,0.22741,0,0,0
447,Gibbs-White,NFO,MID,5.7,4.08704,0.50392,2.05955,4.29886,0.66927,2.8771,4.59895,0.74801,3.44006,4.45945,0.78738,3.51127,4.0513,0.78738,3.1899,4.25543,0.78738,3.35063,4.19997,0.78738,3.30696,4.42803,0.78738,3.48653,4.38213,0.78738,3.45039,4.70112,0.78738,3.70155,4.22313,0.78738,3.32519,4.47215,0.78738,3.52127,4.24639,0.78738,3.34351,4.04458,0.78738,3.18461,4.44699,0.78738,3.50146,4.3407,0.78738,3.41777,4.27904,0.78738,3.36922,0,0,0
448,Hennessey,NFO,GK,4,2.79959,0.002,0.0056,3.03868,0.002,0.00608,2.85332,0.002,0.00571,3.20517,0.002,0.00641,2.84166,0.002,0.00568,2.84865,0.002,0.0057,3.04879,0.002,0.0061,3.01734,0.002,0.00603,3.08319,0.002,0.00617,3.2687,0.002,0.00654,2.99858,0.002,0.006,2.91458,0.002,0.00583,3.21792,0.002,0.00644,2.97114,0.002,0.00594,2.97731,0.002,0.00595,3.04551,0.002,0.00609,3.02759,0.002,0.00606,0,0,0
449,Horvath,NFO,GK,4.3,3.0861,0.00201,0.00621,3.37045,0.00201,0.00678,3.15,0.00201,0.00633,3.56846,0.00201,0.00718,3.13614,0.00201,0.00631,3.14445,0.00201,0.00632,3.38248,0.00201,0.0068,3.34508,0.00201,0.00673,3.42339,0.00201,0.00688,3.64403,0.00201,0.00733,3.32277,0.00201,0.00668,3.22287,0.00201,0.00648,3.58362,0.00201,0.00721,3.29012,0.00201,0.00662,3.29746,0.00201,0.00663,3.37858,0.00201,0.00679,3.35727,0.00201,0.00675,0,0,0
450,Johnson,TOT,MID,5.8,3.56537,0.93775,3.34343,3.47238,0.93775,3.25623,3.61044,0.93775,3.38569,3.74037,0.93775,3.50754,3.46552,0.93775,3.24979,3.69056,0.93775,3.46083,3.43664,0.93775,3.22272,3.62037,0.93775,3.395,3.64384,0.93775,3.41702,3.57687,0.93775,3.35421,3.87052,0.93775,3.62959,3.44811,0.93775,3.23347,3.43149,0.93775,3.21788,3.55154,0.93775,3.33046,3.36612,0.93775,3.15658,3.8103,0.93775,3.57312,3.74035,0.93775,3.50751,0,0,0
451,Kouyaté,NFO,MID,4.8,1.40782,0,0,1.46827,0.13805,0.20269,1.55592,0.25515,0.397,1.5194,0.40306,0.6124,1.42933,0.41086,0.58726,1.47438,0.41086,0.60577,1.46214,0.41086,0.60074,1.51247,0.41086,0.62142,1.50234,0.41086,0.61725,1.57273,0.41086,0.64618,1.46725,0.41086,0.60284,1.5222,0.41086,0.62542,1.47238,0.41086,0.60495,1.42784,0.41086,0.58665,1.51665,0.41086,0.62314,1.49319,0.41086,0.6135,1.47959,0.41086,0.60791,0,0,0
452,Laryea,NFO,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Mangala,NFO,MID,5,2.57186,0.85195,2.19108,2.68812,0.85195,2.29014,2.82849,0.85195,2.40972,2.76338,0.85195,2.35425,2.54972,0.85195,2.17222,2.64526,0.85195,2.25362,2.6193,0.85195,2.2315,2.72605,0.85195,2.32244,2.70456,0.85195,2.30414,2.85386,0.85195,2.43133,2.63014,0.85195,2.24074,2.74669,0.85195,2.34003,2.64103,0.85195,2.25001,2.54658,0.85195,2.16954,2.73492,0.85195,2.33,2.68517,0.85195,2.28762,2.65631,0.85195,2.26303,0,0,0
454,"Mbe Soh",NFO,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,McKenna,NFO,DEF,4.4,2.21788,0.016,0.03549,2.4263,0.016,0.03882,2.45873,0.016,0.03934,2.52638,0.016,0.04042,2.04942,0.016,0.03279,2.06346,0.016,0.03302,2.0737,0.016,0.03318,2.22142,0.016,0.03554,2.64721,0.016,0.04236,2.64501,0.016,0.04232,2.02437,0.016,0.03239,2.54507,0.016,0.04072,2.21257,0.016,0.0354,1.82696,0.016,0.02923,2.29176,0.016,0.03667,2.08307,0.016,0.03333,2.64927,0.016,0.04239,0,0,0
456,Mighten,NFO,MID,4.4,1.41648,0,0.04245,1.44885,0,0.04342,1.44585,0,0.04333,1.4436,0,0.04327,1.37568,0,0.04123,1.41027,0,0.04227,1.40624,0,0.04215,1.39411,0,0.04178,1.41425,0,0.04239,1.47524,0,0.04421,1.39989,0,0.04196,1.44079,0,0.04318,1.40708,0,0.04217,1.34851,0,0.04042,1.43515,0,0.04301,1.40981,0,0.04225,1.4079,0,0.0422,0,0,0
457,Niakhaté,NFO,DEF,4.5,2.29593,0,0,2.53164,0.29417,0.74473,2.5675,0.54371,1.39597,2.61759,0.85887,2.24818,2.13953,0.87551,1.87318,2.1536,0.87551,1.8855,2.16386,0.87551,1.89448,2.31192,0.87551,2.02411,2.7387,0.87551,2.39775,2.73649,0.87551,2.39583,2.11442,0.87551,1.8512,2.63633,0.87551,2.30813,2.30306,0.87551,2.01635,1.91656,0.87551,1.67796,2.38243,0.87551,2.08584,2.17326,0.87551,1.90271,2.74076,0.87551,2.39956,0,0,0
458,O'Brien,NFO,MID,4.9,2.01968,0,0.01108,2.07264,0,0.01137,2.08001,0,0.01142,2.05956,0,0.0113,1.94819,0,0.01069,2.00788,0,0.01102,2.0112,0,0.01104,1.96779,0,0.0108,2.01475,0,0.01106,2.13658,0,0.01173,1.98996,0,0.01092,2.04874,0,0.01124,2.00238,0,0.01099,1.89983,0,0.01043,2.01889,0,0.01108,2.00708,0,0.01101,1.98649,0,0.0109,0,0,0
459,Ojeda,NFO,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Panzo,NFO,DEF,4,1.72979,0,0.06115,1.8627,0,0.06585,1.81288,0,0.06409,1.98863,0,0.0703,1.50144,0,0.05308,1.45264,0,0.05135,1.48157,0,0.05237,1.46376,0,0.05174,1.86502,0,0.06593,1.92185,0,0.06794,1.45787,0,0.05154,1.98917,0,0.07032,1.66042,0,0.0587,1.25609,0,0.0444,1.54944,0,0.05477,1.55396,0,0.05493,2.11698,0,0.07484,0,0,0
461,O.Richards,NFO,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,G.Scarpa,NFO,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,J.Shelvey,NFO,MID,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Surridge,NFO,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,Toffolo,NFO,DEF,4.4,2.35435,0.63192,1.48777,2.65011,0.63192,1.67467,2.7252,0.63192,1.72212,2.83947,0.63192,1.79433,2.30898,0.63192,1.4591,2.3246,0.63192,1.46897,2.33599,0.63192,1.47616,2.50028,0.63192,1.57999,2.97386,0.63192,1.87925,2.97141,0.63192,1.8777,2.28112,0.63192,1.44149,2.86026,0.63192,1.80746,2.49044,0.63192,1.57377,2.06156,0.63192,1.30275,2.57852,0.63192,1.62942,2.34641,0.63192,1.48275,2.97615,0.63192,1.8807,0,0,0
466,Ui-jo,NFO,FWD,4.4,1.43829,0,0.11971,1.52664,0,0.12706,1.57614,0,0.13118,1.56405,0,0.13018,1.52515,0,0.12694,1.57607,0,0.13118,1.45588,0,0.12117,1.4006,0,0.11657,1.50159,0,0.12498,1.74656,0,0.14537,1.42484,0,0.11859,1.56772,0,0.13048,1.5649,0,0.13025,1.40768,0,0.11716,1.58053,0,0.13155,1.45459,0,0.12107,1.53101,0,0.12743,0,0,0
467,Williams,NFO,DEF,4.3,1.70692,0.84085,1.43526,1.97012,0.84085,1.65658,2.08115,0.84085,1.74994,2.20141,0.84085,1.85105,1.79765,0.84085,1.51156,1.81036,0.84085,1.52224,1.81963,0.84085,1.53004,1.95333,0.84085,1.64246,2.33874,0.84085,1.96653,2.33675,0.84085,1.96485,1.77498,0.84085,1.49249,2.24629,0.84085,1.88879,1.94533,0.84085,1.63573,1.5963,0.84085,1.34225,2.017,0.84085,1.696,1.82812,0.84085,1.53717,2.3406,0.84085,1.96809,0,0,0
468,Wood,NFO,FWD,4.9,3.11276,0.9297,2.89392,3.208,0.9297,2.98246,3.38228,0.9297,3.14449,3.28736,0.9297,3.05624,3.07316,0.9297,2.8571,3.14771,0.9297,2.92642,3.11118,0.9297,2.89245,3.17568,0.9297,2.95242,3.09713,0.9297,2.87939,3.66575,0.9297,3.40803,3.20671,0.9297,2.98127,3.19542,0.9297,2.97076,3.40477,0.9297,3.1654,2.91606,0.9297,2.71104,3.23511,0.9297,3.00767,2.9833,0.9297,2.77356,3.08659,0.9297,2.86959,0,0,0
